央视频道,#genre#
浙江卫视,http://iiptv.xyz/wspd.php?id=zhejiangweishi1$超清
浙江卫视,http://iiptv.xyz/wspd.php?id=zhejiangweishi2$高清
浙江卫视,http://iiptv.xyz/wspd.php?id=zhejiangweishi3$标清
泰顺电视台,http://iiptv.xyz/wspd.php?id=taishundianshitai
翡翠台,http://iiptv.xyz/xgpd.php?id=feicuitai
翡翠台,http://iiptv.xyz/xgpd.php?id=feicuitai1
翡翠台,http://iiptv.xyz/xgpd.php?id=feicuitai2
凤凰中文,http://iiptv.xyz/xgpd.php?id=fenghuangzhongwen
凤凰资讯,http://iiptv.xyz/xgpd.php?id=fenghuangzixun
凤凰香港,http://iiptv.xyz/xgpd.php?id=fenghuangxianggang
凤凰香港,http://iiptv.xyz/xgpd.php?id=fenghuangxianggang1
凤凰资讯,http://iiptv.xyz/xgpd.php?id=fenghuangzixun1
凤凰中文,http://iiptv.xyz/xgpd.php?id=fenghuangzhongwen1
凤凰香港,http://iiptv.xyz/xgpd.php?id=fenghuangxianggang2
凤凰资讯,http://iiptv.xyz/xgpd.php?id=fenghuangzixun2
凤凰中文,http://iiptv.xyz/xgpd.php?id=fenghuangzhongwen2
TVBS亚洲,http://iiptv.xyz/xgpd.php?id=tvbsyz
TVBS亚洲,http://iiptv.xyz/xgpd.php?id=tvbsyz1
TVBS亚洲,http://iiptv.xyz/xgpd.php?id=tvbsyz2
TVBS亚洲,http://iiptv.xyz/xgpd.php?id=tvbsyz3
北京卫视,http://iiptv.xyz/wspd.php?id=beijingweishi
东方卫视,http://iiptv.xyz/wspd.php?id=dongfangweishi
东方卫视,http://iiptv.xyz/wspd.php?id=dongfangweishi1
东南卫视,http://iiptv.xyz/wspd.php?id=dongnanweishi
东南卫视,http://iiptv.xyz/wspd.php?id=dongnanweishi1
湖南卫视,http://iiptv.xyz/wspd.php?id=hunanweishi
湖南卫视,http://iiptv.xyz/wspd.php?id=hunanweishi1
湖南卫视,http://iiptv.xyz/wspd.php?id=hunanweishi2
安多卫视,http://iiptv.xyz/wspd.php?id=anduoweishi
安徽卫视,http://iiptv.xyz/wspd.php?id=anhuiweishi
兵团卫视,http://iiptv.xyz/wspd.php?id=bingtuanweishi
重庆卫视,http://iiptv.xyz/wspd.php?id=chongqingweishi
重庆卫视,http://iiptv.xyz/wspd.php?id=chongqingweishi1
重庆卫视,http://iiptv.xyz/wspd.php?id=chongqingweishi2
重庆卫视,http://iiptv.xyz/wspd.php?id=chongqingweishi3
重庆卫视,http://iiptv.xyz/wspd.php?id=chongqingweishi4
甘肃卫视,http://iiptv.xyz/wspd.php?id=gansuweishi
广东卫视,http://iiptv.xyz/wspd.php?id=guangdongweishi
广西卫视,http://iiptv.xyz/wspd.php?id=guangxiweishi
贵州卫视,http://iiptv.xyz/wspd.php?id=guizhouweishi
海南卫视,http://iiptv.xyz/wspd.php?id=hainanweishi
海峡卫视,http://iiptv.xyz/wspd.php?id=haixiaweishi
河北卫视,http://iiptv.xyz/wspd.php?id=hebeiweishi
河南卫视,http://iiptv.xyz/wspd.php?id=henanweishi
黑龙江卫视,http://iiptv.xyz/wspd.php?id=heilongjiangweishi
湖北卫视,http://iiptv.xyz/wspd.php?id=hubeiweishi
吉林卫视,http://iiptv.xyz/wspd.php?id=jilinweishi
江苏卫视,http://iiptv.xyz/wspd.php?id=jiangsuweishi
江西卫视,http://iiptv.xyz/wspd.php?id=jiangxiweishi
康巴卫视,http://iiptv.xyz/wspd.php?id=kangbaweishi
辽宁卫视,http://iiptv.xyz/wspd.php?id=liaoningweishi
内蒙古卫视,http://iiptv.xyz/wspd.php?id=neimengguweishi
内蒙古蒙语卫视,http://iiptv.xyz/wspd.php?id=neimenggumengyuweishi
宁夏卫视,http://iiptv.xyz/wspd.php?id=ningxiaweishi
农林卫视,http://iiptv.xyz/wspd.php?id=nonglinweishi
三沙卫视,http://iiptv.xyz/wspd.php?id=sanshaweishi
山东卫视,http://iiptv.xyz/wspd.php?id=shandongweishi
山西卫视,http://iiptv.xyz/wspd.php?id=shanxiweishi
陕西卫视,http://iiptv.xyz/wspd.php?id=shanxi1weishi
深圳卫视,http://iiptv.xyz/wspd.php?id=shenzhenweishi
四川卫视,http://iiptv.xyz/wspd.php?id=sichuanweishi
天津卫视,http://iiptv.xyz/wspd.php?id=tianjinweishi
西藏卫视,http://iiptv.xyz/wspd.php?id=xizangweishi
新疆卫视,http://iiptv.xyz/wspd.php?id=xinjiangweishi
星空卫视,http://iiptv.xyz/wspd.php?id=xingkongweishi
延边卫视,http://iiptv.xyz/wspd.php?id=yanbianweishi
云南卫视,http://iiptv.xyz/wspd.php?id=yunnanweishi
大湾区卫视,http://iiptv.xyz/wspd.php?id=dawanquweishi
泰顺电视台,http://etaishun.com/tvbox/wspd.php?id=taishundianshitai
北京卫视,http://etaishun.com/tvbox/wspd.php?id=beijingweishi
东方卫视,http://etaishun.com/tvbox/wspd.php?id=dongfangweishi
东方卫视,http://etaishun.com/tvbox/wspd.php?id=dongfangweishi1
东南卫视,http://etaishun.com/tvbox/wspd.php?id=dongnanweishi
湖南卫视,http://etaishun.com/tvbox/wspd.php?id=hunanweishi
安多卫视,http://etaishun.com/tvbox/wspd.php?id=anduoweishi
安徽卫视,http://etaishun.com/tvbox/wspd.php?id=anhuiweishi
兵团卫视,http://etaishun.com/tvbox/wspd.php?id=bingtuanweishi
重庆卫视,http://etaishun.com/tvbox/wspd.php?id=chongqingweishi
甘肃卫视,http://etaishun.com/tvbox/wspd.php?id=gansuweishi
广东卫视,http://etaishun.com/tvbox/wspd.php?id=guangdongweishi
广西卫视,http://etaishun.com/tvbox/wspd.php?id=guangxiweishi
贵州卫视,http://etaishun.com/tvbox/wspd.php?id=guizhouweishi
海南卫视,http://etaishun.com/tvbox/wspd.php?id=hainanweishi
海峡卫视,http://etaishun.com/tvbox/wspd.php?id=haixiaweishi
河北卫视,http://etaishun.com/tvbox/wspd.php?id=hebeiweishi
河南卫视,http://etaishun.com/tvbox/wspd.php?id=henanweishi
黑龙江卫视,http://etaishun.com/tvbox/wspd.php?id=heilongjiangweishi
湖北卫视,http://etaishun.com/tvbox/wspd.php?id=hubeiweishi
吉林卫视,http://etaishun.com/tvbox/wspd.php?id=jilinweishi
江苏卫视,http://etaishun.com/tvbox/wspd.php?id=jiangsuweishi
江西卫视,http://etaishun.com/tvbox/wspd.php?id=jiangxiweishi
康巴卫视,http://etaishun.com/tvbox/wspd.php?id=kangbaweishi
辽宁卫视,http://etaishun.com/tvbox/wspd.php?id=liaoningweishi
内蒙古卫视,http://etaishun.com/tvbox/wspd.php?id=neimengguweishi
内蒙古蒙语卫视,http://etaishun.com/tvbox/wspd.php?id=neimenggumengyuweishi
宁夏卫视,http://etaishun.com/tvbox/wspd.php?id=ningxiaweishi
农林卫视,http://etaishun.com/tvbox/wspd.php?id=nonglinweishi
三沙卫视,http://etaishun.com/tvbox/wspd.php?id=sanshaweishi
山东卫视,http://etaishun.com/tvbox/wspd.php?id=shandongweishi
山西卫视,http://etaishun.com/tvbox/wspd.php?id=shanxiweishi
陕西卫视,http://etaishun.com/tvbox/wspd.php?id=shanxi1weishi
深圳卫视,http://etaishun.com/tvbox/wspd.php?id=shenzhenweishi
四川卫视,http://etaishun.com/tvbox/wspd.php?id=sichuanweishi
天津卫视,http://etaishun.com/tvbox/wspd.php?id=tianjinweishi
西藏卫视,http://etaishun.com/tvbox/wspd.php?id=xizangweishi
新疆卫视,http://etaishun.com/tvbox/wspd.php?id=xinjiangweishi
星空卫视,http://etaishun.com/tvbox/wspd.php?id=xingkongweishi
延边卫视,http://etaishun.com/tvbox/wspd.php?id=yanbianweishi
云南卫视,http://etaishun.com/tvbox/wspd.php?id=yunnanweishi
大湾区卫视,http://etaishun.com/tvbox/wspd.php?id=dawanquweishi

电影频道,#genre#
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-10.ctv
CHC家庭影院,https://stream1.freetv.fun/ffeb167c23b64766e5d21b20452e08405ed020958cf08f3ec954d6a06c771605.m3u8
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080
东森超视,rtmp://f13h.mine.nu/sat/tv331$订阅源-1280x720
东森超视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9639&tk=e640d0a1bf70$订阅源-854x480
CHC动作电影,https://stream1.freetv.fun/326dbff08ac3f3daab8e3c5eb5b353bcb2ef1a0073b6a873cd5200bfce80c503.m3u8
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-20.m3u8

电影持续更新,#genre#
🔥新威龙杀阵,https://v.cdnlz12.com/20240321/13258_0f96066a/index.m3u8
龙狱天棺,https://yzzy.play-cdn21.com/20240321/12261_976aa3bb/index.m3u8
龙林逃生1,https://yzzy.play-cdn17.com/20230727/13244_9bc32f8c/index.m3u8
龙林逃生2,https://yzzy.play-cdn21.com/20240321/12292_4b8671e9/index.m3u8
国际空间站,https://v.cdnlz12.com/20230913/10341_d0be8370/index.m3u8
十三太保之风云再起,https://s5.bfengbf.com/video/shisantaibaozhifengyunzaiqi/HD/index.m3u8
罪恶名20202020单,https://vip.ffzy-play2.com/20240316/60003_d5b566e5/index.m3u8
幽灵螳螂1,https://vip.lz-cdn3.com/20230213/17685_7205d5aa/index.m3u8
幽灵螳螂2,https://s5.bfengbf.com/video/youlingtanglangIIzhitubian/HD/index.m3u8
🔥新九品芝麻官2024,https://s5.bfengbf.com/video/xinjiupinzhimaguan2024/HD/index.m3u8
弹头奇兵,https://yzzy.play-cdn21.com/20240318/12046_562785ce/index.m3u8
[韩]破墓TC,https://s5.bfengbf.com/video/pomu/%E4%B8%AD%E5%AD%97/index.m3u8
🔥潜行,https://yzzy1.play-cdn20.com/20240314/19480_87c97112/index.m3u8
末日战士,https://v.cdnlz12.com/20240313/12834_ce325fe0/index.m3u8
周公伏妖,https://v.cdnlz12.com/20240313/12832_28e8b06c/index.m3u8
  临时劫案,https://v.cdnlz12.com/20240306/12466_cad8e71b/2000k/hls/mixed.m3u8
  临时劫案,https://yzzy.play-cdn19.com/20240306/22153_c54de4da/2000k/hls/mixed.m3u8
陌路狂刀,https://v.cdnlz12.com/20240308/12526_77ee2ef5/2000k/hls/mixed.m3u8
陌路狂刀,https://yzzy1.play-cdn1.com/20240308/19202_84e12afe/2000k/hls/mixed.m3u8
[智利]雕形拳,https://vip1.lz-cdn1.com/20230608/21094_b12a3627/2000k/hls/mixed.m3u8
🔥热辣滚烫TC,https://vip.ffzy-online2.com/20240216/48497_7124419f/2000k/hls/mixed.m3u8
🔥热辣滚烫TC,https://vip.ffzy-online2.com/20240216/48497_7124419f/index.m3u8
🔥第二十条TC,https://v.cdnlz12.com/20240215/11572_dda99b8e/2000k/hls/mixed.m3u8
惊天激战[美],https://v.cdnlz19.com/20240219/17331_1e41d0fd/2000k/hls/mixed.m3u8
破战,https://yzzy1.play-cdn20.com/20240216/17014_96791511/2000k/hls/mixed.m3u8
金手指,https://ikcdn01.ikzybf.com/20240213/xZTh2qQA/2000kb/hls/index.m3u8
狄仁杰之通天玄案,https://vip.ffzy-online6.com/20240224/26792_f29d9bc5/index.m3u8
热血地雷战,https://s5.bfengbf.com/video/rexuedileizhan/HD/index.m3u8
古楼镇陵宫,https://v.cdnlz12.com/20240222/11772_cc17a068/2000k/hls/mixed.m3u8
瞒天过海,https://s5.bfbfvip.com/video/mantianguohai/HD/index.m3u8
长津湖,https://s1.bfzycdn.com/video/changjinhu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
一闪一闪亮星星,https://ikcdn01.ikzybf.com/20240213/vWZ9ePUu/2000kb/hls/index.m3u8
四平警事之钻石大劫案,https://v.cdnlz2.com/20240206/28771_69d6e63e/2000k/hls/mixed.m3u8
露梁海战,https://v.cdnlz19.com/20240205/13018_c311202b/2000k/hls/mixed.m3u8
三大队,https://v.cdnlz2.com/20240201/28578_1ad90f25/2000k/hls/mixed.m3u8
我本是高山,https://v.cdnlz12.com/20240128/11176_b475b264/2000k/hls/mixed.m3u8
[美]无法治愈,https://vip.lz-cdn3.com/20220624/8306_5b24c626/1000k/hls/mixed.m3u8
孤注一掷,https://v.cdnlz12.com/20240131/11213_0006f281/2000k/hls/mixed.m3u8
大冒险王之金丝玉盘,https://s5.bfbfvip.com/video/damaoxianwangzhijinsiyupan/HD/index.m3u8
[国]爆裂点,https://v.cdnlz3.com/20240126/22924_311317eb/2000k/hls/mixed.m3u8
[韩]荒野,https://v.cdnlz2.com/20240126/28294_cdfab943/2000k/hls/mixed.m3u8
速度与激情10,https://vip.lz-cdn3.com/20230609/19446_bd6c3340/2000k/hls/mixed.m3u8
再见.李可乐,https://v.cdnlz12.com/20240124/11081_e095c299/2000k/hls/mixed.m3u8
海王2.失落的王国,https://v.cdnlz12.com/20240123/11056_97ad71a3/2000k/hls/mixed.m3u8
涉过愤怒的海,https://v.cdnlz3.com/20240112/22740_9e90a3db/2000k/hls/mixed.m3u8
刀尖,https://v.cdnlz12.com/20240117/11012_3f5cf514/2000k/hls/mixed.m3u8
志愿军：雄兵出击,https://dghls.mcloud.139.com/hls/L1c36c04a53255f72579c1f62fe2ad8e1b/single/video/0/376/index.m3u8
毒液2,https://vip.lzcdn2.com/20220530/7945_ffa14188/1200k/hls/mixed.m3u8
西装暴徒,https://v.cdnlz3.com/20240118/22835_82f61c7e/2000k/hls/mixed.m3u8
怪物,https://v.cdnlz3.com/20240106/22647_12bced2d/2000k/hls/index.m3u8
追缉,https://v.cdnlz3.com/20231231/22557_d6b334ec/2000k/hls/mixed.m3u8
千鹤先生,https://v.cdnlz12.com/20240125/11104_24ac3055/2000k/hls/mixed.m3u8
二手杰作,https://v.cdnlz4.com/20231226/26302_f7a2357f/2000k/hls/mixed.m3u8
[美]惊奇队长2,https://v1.cdnlz1.com/20231208/24476_e5cafe33/2000k/hls/mixed.m3u8
前任4.英年早婚,https://s5.bfbfvip.com/video/qianren4yingnianzaohun/HD/index.m3u8
[韩]毒战2,https://v.cdnlz4.com/20231117/26156_c60ebe89/2000k/hls/mixed.m3u8

持续更新动漫,#genre#
蜡笔小新：新次元！超能力大决战,https://yzzy1.play-cdn1.com/20240307/19019_a2b2d9c5/index.m3u8
🔥灌篮高手电影版,https://yzzy1.play-cdn20.com/20240307/19070_1e7c01d6/2000k/hls/mixed.m3u8
🔥大雨,https://v.cdnlz12.com/20240302/12299_990a3e77/2000k/hls/mixed.m3u8
🔥熊出没·逆转时空TC,https://s5.bfbfvip.com/video/xiongchumeinizhuanshikong/%E4%BB%85%E5%B0%9D%E9%B2%9C/index.m3u8
星愿,https://v.cdnlz12.com/20240123/11057_cb0db3f7/2000k/hls/mixed.m3u8
火神之天启之子,https://v.cdnlz12.com/20240129/11187_fc414c3b/2000k/hls/mixed.m3u8
爱丽丝和特蕾丝的梦幻工厂,https://v.cdnlz3.com/20240115/22790_1d9c990e/2000k/hls/mixed.m3u8
正义联盟：无限地球危机(上),https://v.cdnlz3.com/20240109/22700_37c883c6/2000k/hls/mixed.m3u8
蜥蜴伯伯里奥,https://v.cdnlz2.com/20231121/26945_75f8dadc/2000k/hls/mixed.m3u8
画江湖之天罡传,https://v.cdnlz3.com/20231229/22519_52852c99/2000k/hls/mixed.m3u8
贝肯熊3.火星任务,https://dghls.mcloud.139.com/hls/LHb543a227b8caf4b2408f7090cb44e1e3/single/video/0/480/index.m3u8
汪汪队-超能大冒险,https://dghls.mcloud.139.com/hls/LD6b7834255e4ada4c7f180247f86bad81/single/video/0/480/index.m3u8
茶啊二中,https://v.cdnlz3.com/20230919/21729_c23ad792/2000k/hls/mixed.m3u8
茶啊二中,https://ukzyvod3.ukubf5.com/20230920/bFbbhuw2/2000kb/hls/index.m3u8
流浪狗,https://v.cdnlz12.com/20230906/9963_8d8817e2/2000k/hls/mixed.m3u8
疯了！桂宝之三星夺宝,https://vip1.lz-cdn1.com/20230813/21783_646b079f/2000k/hls/mixed.m3u8
桂宝之爆笑闯宇宙,https://vip1.lz-cdn1.com/20220428/3569_dab66277/1200k/hls/mixed.m3u8
美猴王,https://vip.lz-cdn12.com/20230818/9391_b73195aa/2000k/hls/mixed.m3u8
蜘蛛侠：纵横宇宙,https://vip.lz-cdn16.com/20230810/34698_236177ad/2000k/hls/mixed.m3u8
正义联盟：战争世界,https://vip.ffzyread1.com/20230718/15455_220c0d0b/index.m3u8
熊出没·伴我熊芯,https://hd.lz-cdn18.com/20230416/1902_adf3668b/2000k/hls/mixed.m3u8
深海,https://vip1.lz-cdn1.com/20230324/20760_c088369d/1800k/hls/mixed.m3u8
魔术师的大象,https://vip.lz-cdn3.com/20230318/18175_6ae56259/1800k/hls/mixed.m3u8

电影轮播[0313更],#genre#
周星星,https://fmbox.cc/huya.php?id=11342412
成龙,https://fmbox.cc/huya.php?id=11342386
林正英,https://fmbox.cc/huya.php?id=11342421
李茶的姑妈,https://fmbox.cc/huya.php?id=880261
王晶,https://fmbox.cc/huya.php?id=11602058
贺岁档,https://fmbox.cc/huya.php?id=11601986
春节喜剧,https://fmbox.cc/huya.php?id=11352897
速肌,https://fmbox.cc/huya.php?id=11279251
刘德华,https://fmbox.cc/huya.php?id=11342424
丧尸来啦,https://fmbox.cc/huya.php?id=11342422
si神来了,https://fmbox.cc/huya.php?id=11352903
诺兰,https://fmbox.cc/huya.php?id=30080257
古天乐,https://fmbox.cc/huya.php?id=29982675
喜剧专场,https://fmbox.cc/huya.php?id=11602044
Han国动作片,https://fmbox.cc/huya.php?id=11352884
香港贺岁片,https://fmbox.cc/huya.php?id=11601955
红楼梦,https://fmbox.cc/huya.php?id=30080221
许氏三杰,https://fmbox.cc/huya.php?id=11602033
玄幻剧场,https://fmbox.cc/huya.php?id=11342414
曾江,https://fmbox.cc/huya.php?id=11601981
动作电影,https://fmbox.cc/huya.php?id=11602077
国产悬疑,https://fmbox.cc/huya.php?id=11342395
尹正,https://fmbox.cc/huya.php?id=30080231
首尔之春,https://fmbox.cc/huya.php?id=30080226
孙红雷,https://fmbox.cc/huya.php?id=11352917
合家欢,https://fmbox.cc/huya.php?id=11352877
学不会系列,https://fmbox.cc/huya.php?id=11352945
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
粤语综艺,http://zzy789.xyz/douyu1.php?id=7919720
华语经典,http://zzy789.xyz/douyu1.php?id=434971
神乐影片,http://zzy789.xyz/douyu1.php?id=85894
特辑影院,http://zzy789.xyz/douyu1.php?id=3637778
贝爷MAX厅,http://zzy789.xyz/douyu1.php?id=4332
林正英电影2,http://zzy789.xyz/douyu1.php?id=7356023
可乐电影,http://zzy789.xyz/douyu1.php?id=20415
奶虫恐怖电影,http://zzy789.xyz/douyu1.php?id=263824

短剧频道,#genre#
逆命神医(96集),https://vd3.bdstatic.com/mda-peds8afg0055s0nh/720p/h264/1684091269327297304/mda-peds8afg0055s0nh.mp4
满月之下请相爱(100集),https://vd3.bdstatic.com/mda-pedkenasrhs239n2/sc/cae_h264/1684169079399702313/mda-pedkenasrhs239n2.mp4
落在生命里的光(100集),https://vd3.bdstatic.com/mda-pedgk34za4i2wsk4/720p/h264/1684066802676530455/mda-pedgk34za4i2wsk4.mp4
